CODIGOUG,NOMEUG,CODIGOGESTAO,NOMEGESTAO,TESOURO,CODIGOCREDOR,NOMECREDOR,EMPENHO,LIQUIDADO,LIQUIDAR,LIQUIDOPAGO,ENCARGOSPAGO,PAGAR,PROCESSADOPAGO,LIQUIDORPNAOPROCPAGO,ENCARGOSRPNAOPROCPAGO,EXTRAORCEXERCICIOANTERIOR,R___
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,13265385000160      ,CRV PRODUÇÕES DE ESPET.ARTISTICOS E EVENTOS CULT,0.0,0.0,0.0,0.0,0.0,0.0,188160.0,0.0,0.0,0.0,1304.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,07908986000141      ,ELETRICA CARDOSO,1579.9,1579.9,0.0,1579.9,0.0,0.0,0.0,0.0,0.0,0.0,1305.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,07036477000176      ,EMPRESA PROJETO FESTAS EVENTOS E FORMATURAS LTDA,7250.0,7250.0,0.0,7250.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,07774090000117      ,ESCOLA DE NEGÓCIOS CONEXÕES-EDUC. EMPRESARIAL LTDA,2180.0,2180.0,0.0,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,01604362000154      ,"EUGENIU´S C. IN., PROJ. CONS. EMPRES. E SERVI LTDA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5479.63,1308.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,10687282000109      ,F & C - COMÉRCIO E SERVIÇOS LTDA -ME,60000.0,60000.0,0.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,13849338000164      ,FAITH PRODUÇÕES E EVENTOS,7704.0,7704.0,0.0,7704.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,26982223000195      ,FAX SERV.COM. DE EQUIP.ELET.PERIFERICOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,1311.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,10917195000192      ,FEDERAL PRODUÇÕES DE EVENTOS LTDA,7000.0,7000.0,0.0,6650.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,FP1901300           ,FOLHA DE PAGAMENTO ATIVO - 190130 - RA XXVIII,1786359.2,1786359.2,0.0,1376981.7,311516.7,31.34,0.0,0.0,0.0,0.0,1313.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,05448380000145      ,FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL - FCDF,204828.51,0.0,204828.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,01640465000170      ,GDL CONSTRUÇOES E REFORMAS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136024.77,8685.38,1923.61,1315.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,01778924000186      ,GELSO ANTONIO LORENZI ME,853.1,853.1,0.0,853.1,0.0,0.0,0.0,0.0,0.0,0.0,1316.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,11016437000130      ,GOLD COMÉRCIO DE GAS LTDA ME,411.84,137.28,274.56,137.28,0.0,0.0,68.64,0.0,0.0,0.0,1317.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,72649361000174      ,HBL - CARIMBOS E PLACAS IND. E COM. LTDA - ME,3950.0,3950.0,0.0,3950.0,0.0,0.0,900.0,0.0,0.0,0.0,1318.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,37091931000152      ,IMPACTO - CONSTRUÇÃO  CIVIL LTDA,45671.55,45671.55,0.0,42702.91,2511.93,0.0,0.0,0.0,0.0,0.0,1319.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,29979036000140      ,INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,321084.44,321084.44,0.0,321084.44,0.0,0.0,0.0,0.0,0.0,0.0,1320.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,14651315000103      ,JOSÉ IVANIR NASCIMENTO DA SILVA,7800.0,5128.5,2671.5,5128.5,0.0,0.0,0.0,0.0,0.0,0.0,1321.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,12356209000171      ,LEANDRO GOMES DE BRITO - MERCADO,1550.0,1550.0,0.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,12053395000170      ,LEV CORTE COMÉR. SERV. MANUT. E LOC. DE MÁQ LTDA,7110.0,7110.0,0.0,6754.5,0.0,0.0,7881.0,0.0,0.0,0.0,1323.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,09508808000159      ,LG CONSTRUÇÕES LTDA,139352.3,139352.3,0.0,132593.74,4447.99,917.06,0.0,0.0,0.0,0.0,1324.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,15113859000184      ,LV DOS SANTOS CONST E R LTDA ME,76107.4,76107.4,0.0,71295.97,4071.21,0.0,0.0,0.0,0.0,0.0,1325.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,01876590000183      ,M.P.A MARANATA PRODUÇÕES ARTÍSTICAS LTDA,37000.0,37000.0,0.0,35150.0,0.0,0.0,0.0,0.0,0.0,0.0,1326.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,14648867000162      ,MARKETING E EVENTOS,7850.0,7850.0,0.0,7457.5,0.0,0.0,0.0,0.0,0.0,0.0,1327.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,03999434000135      ,MARSSAL STUDIO LTDA-ME,0.0,0.0,0.0,0.0,0.0,0.0,188000.0,0.0,0.0,0.0,1328.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,14884942000194      ,MC EVENTOS,7960.0,7960.0,0.0,7960.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,11093651000190      ,MEGA RECARREGAMENTO DE CARTUCHOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0,0.0,1330.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,08765236000120      ,MERCANTE GRÁFICA EDITORA LTDA,550.0,550.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,09415687000109      ,MG CONSTRUTORA LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51499.69,2625.03,0.0,1332.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,12394932000145      ,PUBLIC GRÁFICA PRODUÇÕES & EVENTOS,6300.0,6300.0,0.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,07527036000177      ,R8 PRODUTOS METALURGICOS LTDA,7200.0,7200.0,0.0,6840.0,0.0,0.0,0.0,0.0,0.0,0.0,1334.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,14475341000128      ,RAFAEL ARAUJO TEIXEIRA - ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7879.8,0.0,0.0,1335.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,03641617000184      ,RIOS CONST. COMERCIO SERVIÇOS E REPRESENTAÇOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150185.23,7517.81,7222.25,1336.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,32923039000177      ,RW PROMOÇÕES ARTÍSTICAS LTDA - ME,90350.0,90350.0,0.0,85832.5,0.0,0.0,0.0,0.0,0.0,0.0,1337.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,00533018000159      ,SARKIS & SARKIS LTDA,7384.89,7384.89,0.0,7384.89,0.0,0.0,0.0,0.0,0.0,0.0,1338.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,05927075000136      ,SATELITE PROMOÇÕES E COMÉRCIO LTDA -ME,4650.0,4650.0,0.0,4417.5,0.0,0.0,0.0,0.0,0.0,0.0,1339.0
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,1    ,TESOURO,,07772469000198      ,SHTURBO INTERNET TECN. E EMPREENDIMENTOS LTDA ME,1800.0,1800.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0
